This file contain the databases required for the multisegmented phzsiologz model.
#######################################################################
#Data parameters for each body part are arranged as follow:fingers 1-10-hands-arms-upperarms-foots-calfs-thighs-head-upperchest-lowerchest.
#Mass[Kg]--Areas[m2]--basal metabolic core--basal metabolic skin-- Core capasitance--Skin capacitance-- artery blood capacitance--Vein blood capacitance-- basal skin blood flow--maximum skin blood flow-- minimum skin blood flow--Sweat factor--
#THERMO factors--muscle Work factor-- Shivering factor--fat thiknes.
#######################################################################
body_parameters start
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.03656	0.004332	0.004793	0.0042044372	27.4784534864	15.8507282318	1.6057508883	4.9176120955	27.8616713752	10	80.4466855008	0.00155	0.00923	0.0005	2E-05	3.3
0.3636983828	0.0233389167	0.0710213822	0.0351181149	653.9657325681	644.2143588412	13.4122455776	41.0750020814	417.9250706281	215.0615765333	1726.7002825122	0.00775	0.04615	0.0025	0.0001	7.4
0.3636983828	0.0233389167	0.0710213822	0.0351181149	653.9657325681	644.2143588412	13.4122455776	41.0750020814	417.9250706281	215.0615765333	1726.7002825122	0.00775	0.04615	0.0025	0.0001	7.4
1.384	0.0679	0.592993	0.1377556991	3750.124	717.863	32.355	99.0871875	508	0	5553	0.0326	0.014	0.0144	0.0014	4.51
1.384	0.0679	0.592993	0.1377556991	3750.124	717.863	32.355	99.0871875	508	0	5553	0.0326	0.014	0.0144	0.0014	4.51
2.473	0.0998	1.061968	0.181965	6707.916	1284.016	49.596	151.88775	910	0	8319	0.0444	0.0203	0.0256	0.0024	4.51
2.473	0.0998	1.061968	0.181965	6707.916	1284.016	49.596	151.88775	910	0	8319	0.0444	0.0203	0.0256	0.0024	4.51
1.0995	0.0586	0.145912	0.12699	1465.253	1347.373	18.687	57.2289375	934	266	5278	0.0175	0.0167	0.005	0.0004	11.7
1.0995	0.0586	0.145912	0.12699	1465.253	1347.373	18.687	57.2289375	934	266	5278	0.0175	0.0167	0.005	0.0004	11.7
2.435	0.1024	0.753977	0.152983	5262.342	1850.759	36.755	112.5621875	651	0	8253	0.0445	0.0308	0.093	0.0017	10.64
2.435	0.1024	0.753977	0.152983	5262.342	1850.759	36.755	112.5621875	651	0	8253	0.0445	0.0308	0.093	0.0017	10.64
5.495	0.1482	1.708169	0.342824	11926.266	4133.92	93.083	285.0666875	1456	0	12453	0.0645	0.0444	0.207	0.0039	10.64
5.495	0.1482	1.708169	0.342824	11926.266	4133.92	93.083	285.0666875	1456	0	12453	0.0645	0.0444	0.207	0.0039	10.64
5.012	0.1414	18.43311	0.218971	12247.085	1710.151	810.478	2482.088875	6050	1206	16552	0.081	0.0695	0	0.0775	8.5
24.38285	0.2645	46.86	0.6075	67160.5425	13624.8075	566.69	1735.488125	2272.489	0	21953	0.206	0.2125	0.15	0.3875	19.12
16.119	0.4021	5.955	0.6075	36732.0825	13624.8075	2266.76	6941.9525	3441.54	0	33246	0.275	0.281	0.15	0.515	19.12
body_parameters end
#############################################################################
#The following data represent the artery index in each body part.
# will assigne for each body part the number of artery pranches and its index from 1 to 138
#############################################################################
arteries_index start
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,100,94,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,97,87,95,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,69,70,78,79,85,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,58,59,71,72,80,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,117,122,118,123,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,116,121,115,119,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,107,110,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,105,109,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10,20,33,31,32,46,47,48,43,44,45,60,73,74,35,36,37,51,52,53,54,55,56,68,76,77,0,0,0,0,0
49,61,62,63,50,64,65,66,67,75,82,83,84,91,92,99,90,89,98,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,13,7,3,6,1,2,5,8,16,17,18,19,27,28,29,30,14,23,24,25,26,40,41,38,39,11,21,34,9,15
arteries_index end
#############################################################################
#based on the artery index 1-138 parameters are assgined for each artery based on the data below.
#index--length-- radius--thiknes--E--isterminal--previous artery index. 
#############################################################################
arteries_param start
1	4	1.45	0.163	4	0	-1
2	2	1.12	0.132	4	0	1
5	3.9	1.07	0.127	4	0	2
11	5.2	1	0.12	4	0	5
21	5.2	0.95	0.116	4	0	11
34	5.2	0.95	0.116	4	0	21
50	5.3	0.87	0.108	4	0	34
65	5.3	0.57	0.08	4	0	50
75	5.3	0.57	0.08	4	0	65
49	1	0.39	0.064	4	0	34
61	7.1	0.18	0.045	4	1	49
62	6.3	0.28	0.054	4	1	49
63	6.6	0.22	0.049	4	1	49
64	3.2	0.26	0.053	4	1	50
66	5.9	0.43	0.069	4	1	50
67	3.2	0.26	0.053	4	1	50
83	5	0.16	0.043	4	1	75
4	8.9	0.4625	0.063	4	0	2
10	8.9	0.37	0.063	4	0	4
20	3.1	0.37	0.063	4	0	10
12	8.9	0.4625	0.063	4	0	6
22	8.9	0.37	0.063	4	0	12
3	3.4	0.42	0.067	4	0	2
6	3.4	0.62	0.086	4	0	2
82	5.8	0.52	0.076	4	0	75
89	8.3	0.373	0.055	4	0	82
90	5	0.2	0.04	16	1	82
98	6.1	0.27	0.053	4	0	89
104	12.7	0.24	0.05	8	0	98
105	12.6	0.23	0.049	16	1	98
109	12.7	0.24	0.05	8	0	104
111	9.4	0.2	0.047	8	0	109
113	9.4	0.27	0.05	4	0	111
115	2.5	0.13	0.039	16	0	113
119	15	0.1	0.02	16	0	115
125	15	0.15	0.02	16	1	119
116	16.1	0.18	0.045	16	0	113
121	16.1	0.18	0.045	16	1	116
120	15.9	0.13	0.039	16	0	115
126	15.9	0.195	0.019	16	1	120
31	5.9	0.18	0.045	8	0	20
32	11.8	0.15	0.042	8	0	20
33	4	0.07	0.02	8	1	20
43	3	0.1	0.03	8	1	31
44	5.9	0.13	0.039	8	0	31
45	4	0.1	0.03	16	1	31
46	3	0.06	0.02	16	1	32
47	5.9	0.08	0.026	16	1	32
48	3	0.07	0.02	16	1	32
60	5.9	0.08	0.026	16	0	44
73	4	0.06	0.02	16	1	60
74	5	0.07	0.02	16	1	60
7	15	0.1	0.03	8	1	3
8	6.8	0.4	0.066	4	0	3
9	14.8	0.19	0.045	8	1	3
16	5	0.1	0.03	8	1	8
17	6.1	0.36	0.062	4	0	8
18	10	0.2	0.052	8	1	8
19	5	0.1	0.03	8	1	8
27	3	0.15	0.035	16	1	17
28	5.6	0.31	0.057	4	0	17
29	5	0.1	0.03	16	1	17
30	8	0.15	0.035	16	1	17
42	6.3	0.332	0.055	4	0	28
58	15	0.15	0.035	8	1	42
59	6.3	0.26	0.053	4	0	42
71	6.3	0.25	0.052	4	0	59
72	5	0.07	0.02	16	1	59
80	5	0.06	0.02	16	1	71
81	4.6	0.211	0.05	4	0	71
87	6.7	0.21	0.049	8	0	81
88	11.7	0.16	0.043	8	0	81
95	8.5	0.19	0.062	8	0	87
96	7.9	0.09	0.028	16	1	87
97	11.7	0.16	0.043	8	1	88
103	8.5	0.1843	0.046	8	1	95
84	5.8	0.52	0.076	4	0	75
92	8.3	0.373	0.055	4	0	84
91	5	0.2	0.04	16	1	84
99	6.1	0.27	0.053	4	0	92
107	12.7	0.24	0.05	8	0	99
106	12.6	0.23	0.049	16	1	99
110	12.7	0.24	0.05	8	0	107
112	9.4	0.2	0.047	8	0	110
114	9.4	0.27	0.05	4	0	112
118	2.5	0.13	0.039	16	0	114
124	15	0.1	0.02	16	0	118
128	15	0.15	0.02	16	1	124
117	16.1	0.18	0.045	16	0	114
122	16.1	0.18	0.045	16	1	117
123	15.9	0.13	0.039	16	0	118
127	15.9	0.195	0.019	16	1	123
37	5.9	0.18	0.045	8	0	22
36	11.8	0.15	0.042	8	0	22
35	4	0.07	0.02	8	1	22
56	3	0.1	0.03	8	1	37
55	5.9	0.13	0.039	8	0	37
54	4	0.1	0.03	16	1	37
53	3	0.06	0.02	16	1	36
52	5.9	0.08	0.026	16	1	36
51	3	0.07	0.02	16	1	36
68	5.9	0.08	0.026	16	0	55
77	4	0.06	0.02	16	1	68
76	5	0.07	0.02	16	1	68
13	15	0.1	0.03	8	1	6
14	6.8	0.4	0.066	4	0	6
15	14.8	0.19	0.045	8	1	6
26	5	0.1	0.03	8	1	14
25	6.1	0.36	0.062	4	0	14
24	10	0.2	0.052	8	1	14
23	5	0.1	0.03	8	1	14
41	3	0.15	0.035	16	1	25
40	5.6	0.31	0.057	4	0	25
39	5	0.1	0.03	16	1	25
38	8	0.15	0.035	16	1	25
57	6.3	0.332	0.055	4	0	40
70	15	0.15	0.035	8	1	57
69	6.3	0.26	0.053	4	0	57
79	6.3	0.25	0.052	4	0	69
78	5	0.07	0.02	16	1	69
86	5	0.06	0.02	16	1	79
85	4.6	0.211	0.05	4	0	79
94	6.7	0.21	0.049	8	0	85
93	11.7	0.16	0.043	8	0	85
102	8.5	0.19	0.062	8	0	94
101	7.9	0.09	0.028	16	1	94
100	11.7	0.16	0.043	8	1	93
108	8.5	0.1843	0.046	8	1	102
129	8.3	0.05	0.028	8	1	108
130	10	0.05	0.028	8	1	108
131	10.7	0.05	0.028	8	1	108
132	10.2	0.05	0.028	8	1	108
133	8.3	0.05	0.028	8	1	108
134	8.3	0.05	0.028	8	1	103
135	10	0.05	0.028	8	1	103
136	10.7	0.05	0.028	8	1	103
137	10.2	0.05	0.028	8	1	103
138	8.3	0.05	0.028	8	1	103
arteries_param end
#############################################################################
#Data below represent the clothing fabric specification:
#Thiknes--density--Rth--Rev--material1 index--material2 index--%material1--%material2--Cp conductivity
#Rth thermal resistance--Rev evaporative resistance
#############################################################################
clothing fabric start
0.432	102.2	0.025	0.0025	2	6	0.35	0.65	1294.5
1.346	284.8	0.048	0.0053	2	6	0.35	0.65	1294.5
4.267	451.1	0.112	0.0105	1	4	0.85	0.15	1370.5
0.864	210.5	0.03	0.0037	2	3	1	0	1210
3.5	900	0.085	0.052	4	1	1	0	1430
1.27	156.2	0.036	0.004	2	1	1	0	1210
1.27	164.4	0.048	0.0053	6	1	1	0	1340
0.305	89.6	0.007	0.0041	4	1	1	0	1430
1.245	177.1	0.03	0.0076	6	1	1	0	1340
3.658	300.1	0.103	0.0106	2	6	0.5	0.5	1275
2.87	386.7	0.07	0.0136	2	1	1	0	1210
clothing fabric end
#############################################################################
#data below represent clothing index/type code
#############################################################################
clothing fabric code start
WF23
WF24
WF33
WF43
EF93
EF02
TF72
TF75
TF79
EF11
TF80
clothing fabric code end
#############################################################################
#artery nodes for bloof flow calculation 
#############################################################################
arterie nodes start
1	1	119	125	0	0	0	0
2	1	120	126	0	0	0	0
3	2	115	119	120	0	0	0
4	1	116	121	0	0	0	0
5	2	113	115	116	0	0	0
6	1	111	113	0	0	0	0
7	1	109	111	0	0	0	0
8	1	104	109	0	0	0	0
9	2	98	104	105	0	0	0
10	1	89	98	0	0	0	0
11	2	82	89	90	0	0	0
12	1	123	127	0	0	0	0
13	1	124	128	0	0	0	0
14	1	117	122	0	0	0	0
15	2	118	123	124	0	0	0
16	2	114	117	118	0	0	0
17	1	112	114	0	0	0	0
18	1	110	112	0	0	0	0
19	1	107	110	0	0	0	0
20	2	99	106	107	0	0	0
21	1	92	99	0	0	0	0
22	2	84	91	92	0	0	0
23	3	75	82	83	84	0	0
24	1	65	75	0	0	0	0
25	4	50	64	65	66	67	0
26	3	49	61	62	63	0	0
27	2	34	49	50	0	0	0
28	1	21	34	0	0	0	0
29	1	11	21	0	0	0	0
30	1	5	11	0	0	0	0
31	5	108	129	130	131	132	133
32	1	102	108	0	0	0	0
33	2	94	101	102	0	0	0
34	1	93	100	0	0	0	0
35	2	85	93	94	0	0	0
36	2	79	85	86	0	0	0
37	2	69	78	79	0	0	0
38	2	57	69	70	0	0	0
39	1	40	57	0	0	0	0
40	4	25	38	39	40	41	0
41	4	14	23	24	25	26	0
42	5	103	134	135	136	137	138
43	1	95	103	0	0	0	0
44	1	88	97	0	0	0	0
45	2	87	95	96	0	0	0
46	2	81	87	88	0	0	0
47	2	71	80	81	0	0	0
48	2	59	71	72	0	0	0
